Time,X,Y,Z,R,Theta,Phi
7.3299341,-0.444124,-9.343372,1.303643,9.444328,82.065872,267.278564
7.339982,-0.262165,-9.115923,0.651223,9.142914,85.915535,268.352692
7.3499274,-0.084994,-8.951921,0.189142,8.954322,88.78965,269.456024
7.359983,0.040701,-8.957906,-0.220267,8.960706,91.408554,270.260315
7.3699279,0.169988,-9.064447,-0.596156,9.085621,93.762184,271.074371
7.3799605,0.227449,-9.30267,-0.830788,9.342463,95.101822,271.400604
7.3899527,0.220267,-9.574412,-0.976834,9.626635,95.823944,271.317902
7.3999643,0.238223,-9.832987,-1.045069,9.891236,96.064964,271.387817
7.409934,0.299275,-10.151415,-1.052252,10.210192,95.915344,271.68866
7.4199896,0.363919,-10.579977,-0.936133,10.627544,95.053482,271.970032
7.4300041,0.354342,-11.079168,-0.72664,11.108624,93.750526,271.831848
7.4399476,0.289698,-11.500547,-0.600945,11.51988,92.990242,271.442963
7.4499588,0.058658,-11.781867,-0.61531,11.798069,92.989525,270.285248
7.4599361,-0.222661,-11.925519,-0.549469,11.940247,92.637581,268.930359
7.4699621,-0.600945,-11.918336,-0.494403,11.943714,92.372398,267.113495
7.4799423,-1.106121,-11.774684,-0.512359,11.837619,92.480667,264.633362
7.4899783,-1.607706,-11.471817,-0.548272,11.596891,92.709808,262.022308
7.4999347,-2.059013,-11.054029,-0.656011,11.263279,93.338989,259.448547
7.5099669,-2.492364,-10.569203,-0.964863,10.901875,95.077568,256.731262
7.52,-2.936488,-10.070012,-1.279701,10.567202,96.955658,253.742935
7.529964,-3.306392,-9.522937,-1.276109,10.161054,97.214729,250.852844
7.539938,-3.643975,-8.995016,-0.960075,9.752467,95.649597,247.946609
7.5499911,-3.894169,-8.525752,-0.501585,9.386404,93.063194,245.451279
7.5599604,-4.107253,-8.197746,0.174777,9.170775,88.90799,243.388107
7.5699244,-4.224569,-7.953538,1.027112,9.064254,83.493576,242.024734
7.5799799,-4.270059,-7.802703,1.869871,9.089114,78.127968,241.31015
7.5899367,-4.226963,-7.750031,2.359486,9.13769,75.035843,241.391403
7.5999599,-4.096479,-7.776367,2.31639,9.089482,75.235725,242.220383
7.6099467,-3.912126,-7.869741,1.805228,8.971978,78.392426,243.567581
7.6199827,-3.676297,-8.031349,0.931344,8.88173,83.980858,245.404373
7.6299515,-3.438074,-8.219295,0.140061,8.910486,89.09935,247.300781
7.6400471,-3.190274,-8.359355,0.050278,8.94758,89.67804,249.111084
7.6499805,-2.970007,-8.359355,0.377087,8.879299,87.566025,250.440308
7.6600623,-2.806004,-8.790312,0.736217,9.256633,85.438217,252.296112
7.6699924,-2.499547,-8.597578,0.985214,9.007593,83.720657,253.789429
7.6799474,-2.6839,-8.726865,1.000776,9.184937,83.74472,252.904999
7.6899548,-2.60968,-8.899248,0.694318,9.299953,85.718414,253.656372
7.7000136,-2.578555,-9.093178,0.808043,9.486188,85.113564,254.168243
7.709949,-2.58095,-9.251195,0.581791,9.622078,86.533546,254.411667
7.7199497,-2.630031,-9.394848,0.36751,9.762955,87.84269,254.360733
7.7299681,-2.797625,-9.526528,0.130484,9.929677,89.247063,253.634247
7.7399673,-3.077746,-9.618706,-0.120907,10.099833,90.685913,252.256622
7.7499895,-3.432088,-9.604341,-0.378284,10.206159,92.124115,250.33577
7.7600327,-3.811569,-9.478644,-0.557849,10.231518,93.125465,248.093872
7.7700438,-4.124012,-9.216479,-0.605733,10.11523,93.433113,245.893356
7.779964,-4.353856,-8.977059,-0.535104,9.991496,93.07,244.126709
7.7899909,-4.462792,-8.827422,-0.432153,9.900841,92.501648,243.180664
7.7999983,-4.479551,-8.814254,-0.300472,9.891801,91.740677,243.059555
7.8099928,-4.455609,-8.912416,-0.114922,9.964779,90.660797,243.438034
7.8199897,-4.416105,-9.087193,0.094571,10.10386,89.463707,244.081619
7.830071,-4.458004,-9.276335,0.220267,10.294304,88.773949,244.332077
7.8400536,-4.602853,-9.437943,0.360327,10.506706,88.034653,244.001663
7.8499751,-4.815937,-9.506178,0.274136,10.66001,88.526405,243.132721
7.8599706,-5.020641,-9.380483,0.180762,10.641098,89.026657,241.843323
7.8699512,-5.097255,-9.078813,0.225055,10.414293,88.761734,240.688187
7.8799562,-5.029021,-8.743625,0.311246,10.091526,88.232582,240.094025
7.889955,-4.866215,-8.505402,0.520739,9.812903,86.958069,240.224731
7.8999791,-4.610035,-8.492233,0.702698,9.688355,85.840675,241.504532
7.9100595,-4.459201,-8.889671,0.711078,9.970775,85.910408,243.360931
7.9199467,-4.404134,-9.56723,0.52433,10.545293,87.149979,245.281723
7.9301987,-4.297592,-10.335769,0.37589,11.199943,88.076691,247.422562
7.939949,-4.047398,-11.080365,0.220267,11.798493,88.930283,249.933929
7.9499698,-3.824737,-11.793838,0.251391,12.401066,88.838432,252.032135
7.9599338,-3.591303,-12.474988,0.580594,12.994609,87.439194,253.939941
7.9700689,-3.366248,-13.210008,1.088165,13.675527,85.436134,255.703827
7.9799533,-3.113659,-13.845669,1.523909,14.273042,83.870941,257.325989
7.9899521,-2.828749,-14.298173,1.675941,14.671345,83.440651,258.809113
7.9999561,-2.530671,-14.508862,1.66397,14.821612,83.554016,260.105865
8.0099373,-2.244564,-14.516045,1.53588,14.768634,84.03067,261.210175
8.0199718,-1.971625,-14.295778,1.383849,14.497297,84.522453,262.147491
8.0300388,-1.697489,-13.892355,1.26773,14.052976,84.824265,263.03363
8.0399466,-1.449689,-13.315352,1.183933,13.44626,84.948608,263.786469
8.0499315,-1.243788,-12.646173,1.143231,12.758514,84.859093,264.382874
8.0600023,-1.114501,-11.962628,1.107318,12.065352,84.734169,264.677399
8.0699377,-1.070208,-11.304223,1.037886,11.402105,84.777374,264.591736
8.0799713,-1.088165,-10.718841,1.080982,10.828028,84.270515,264.203247
8.089941,-1.16837,-10.279505,1.00317,10.394213,84.461624,263.515564
8.0999384,-1.352724,-9.90601,0.843956,10.033502,85.174934,262.22403
8.1099644,-1.606509,-9.543288,0.641646,9.698811,86.206703,260.444458
8.1199961,-1.833959,-9.218874,0.363919,9.406566,87.782806,258.748749
8.1299839,-2.020706,-8.932767,0.067038,9.158715,89.58062,257.25351
8.1399384,-2.145205,-8.671799,-0.108936,8.933861,90.698662,256.105286
8.1499491,-2.155979,-8.401254,-0.229843,8.676528,91.51796,255.60701
8.1600008,-2.062605,-8.12233,-0.21069,8.382778,91.440201,255.751358
8.1699562,-1.88304,-7.863756,-0.137667,8.087239,90.975372,256.53363
8.1799393,-1.62686,-7.641095,-0.240617,7.816067,91.76413,257.980652
8.1899624,-1.272518,-7.437588,-0.484826,7.561222,93.676331,260.291107
8.1999407,-0.857124,-7.157466,-0.545878,7.229243,94.330505,263.171204
8.2099762,-0.477643,-6.919243,-0.586579,6.96047,94.834221,266.051086
8.2199497,-0.062249,-6.625953,-0.579397,6.651528,94.997215,269.461731
8.2299271,0.308852,-6.324284,-0.549469,6.355618,94.959648,272.795868
8.2399769,0.596156,-6.015432,-0.405817,6.058507,93.840721,275.65979
8.2501469,0.752976,-5.711368,-0.136469,5.762406,91.357048,277.510468
8.2599831,0.737414,-5.474342,0.216675,5.528033,87.753677,277.671783
8.2699308,0.566229,-5.312734,0.672771,5.385014,82.823059,276.083588
8.2801676,0.248997,-5.257667,1.209072,5.40064,77.063232,272.711426
8.2899923,-0.213084,-5.341464,1.857901,5.659368,70.835121,267.715546
8.2999926,-0.802058,-5.57011,2.726996,6.253473,64.146156,261.806122
8.3099413,-1.592144,-5.936423,4.033033,7.351285,56.727882,254.986633
8.3199682,-2.604892,-6.455965,5.633556,8.955551,51.019382,248.026611
8.3299437,-3.926491,-6.971915,6.913258,10.574406,49.173344,240.612366
8.3400192,-5.446809,-7.661446,7.430405,11.982337,51.675598,234.589554
8.3499384,-6.921637,-8.408437,7.534553,13.243125,55.323608,230.539551
8.3599367,-7.970297,-9.148245,7.617153,14.326097,57.879768,228.936386
8.3699856,-8.451532,-9.560047,7.641095,14.873104,59.085892,228.521805
8.379961,-8.492233,-9.53012,7.517793,14.81413,59.50425,228.295959
8.3899517,-8.305486,-9.182961,7.140707,14.293269,60.027435,227.872375
8.3999367,-8.010999,-8.678981,6.613982,13.536823,60.751926,227.291916
8.4099922,-7.656657,-8.337808,5.531803,12.599376,63.956478,227.438568
8.4199781,-7.171831,-8.388085,4.580108,11.948746,67.46096,229.469482
8.4299679,-6.452374,-8.803479,4.250905,11.713435,68.721077,233.761032
8.4399757,-5.674258,-9.819818,4.361038,12.150913,68.966965,239.979065
8.4499722,-4.751293,-11.213243,4.765658,13.07758,68.628448,247.036575
8.4599476,-3.548207,-12.069171,4.898537,13.500011,68.724411,253.617233
8.4699678,-2.565387,-11.936293,4.056975,12.865276,71.618477,257.870331
8.4799519,-1.942895,-11.629835,3.072958,12.184867,75.392586,260.515686
8.4899511,-1.447295,-11.35929,2.686294,11.761986,76.797829,262.739014
8.4999475,-1.140837,-10.673351,2.31639,10.981238,77.822517,263.899017
8.5099554,-1.040281,-9.819818,1.713051,10.022253,80.158409,263.95282
8.5199699,-0.797269,-9.175778,1.100136,9.27582,83.188545,265.034119
8.5299425,-0.635661,-8.944737,0.956484,9.018163,83.911652,265.935089
8.5399609,-0.452504,-8.851364,0.332794,8.869169,87.849609,267.073456
8.5499706,-0.235829,-8.846576,-0.092177,8.850199,90.596756,268.472992
8.5599804,-0.061052,-9.024943,-0.501585,9.039077,93.181023,269.612396
8.5699377,0.118513,-9.346964,-0.785298,9.380643,94.802124,270.72644
8.5799904,0.240617,-9.720459,-0.922965,9.767143,95.422363,271.417999
8.5899858,0.318429,-10.041282,-0.93733,10.089961,95.330307,271.816345
8.5999765,0.349553,-10.305841,-0.912191,10.352036,95.05529,271.942627
8.6099434,0.468066,-10.700885,-0.837971,10.743845,94.473351,272.504578
8.6201067,0.535104,-11.160571,-0.691924,11.194796,93.543579,272.744995
8.6300154,0.547075,-11.552023,-0.614113,11.581264,93.039612,272.711365
8.6399508,0.477643,-11.767501,-0.56982,11.790968,92.770004,272.324371
8.6499557,0.311246,-11.851298,-0.543484,11.867836,92.624763,271.504395
8.6599388,0.07422,-11.84651,-0.530316,11.858606,92.563118,270.358948
8.6699495,-0.227449,-11.701661,-0.557849,11.717158,92.728859,268.886475
8.6799393,-0.626084,-11.46224,-0.667982,11.498745,93.330284,266.873535
8.6899729,-1.061828,-11.147403,-0.782904,11.225195,93.999352,264.558807
8.6999378,-1.499967,-10.788273,-0.86311,10.926193,94.530777,262.084534
8.7099791,-1.914164,-10.401609,-0.981623,10.621727,95.302643,259.572754
8.7199812,-2.30801,-10.007763,-1.165976,10.336428,96.476898,257.013397
8.7300053,-2.643199,-9.635465,-1.241394,10.068254,97.082466,254.659988
8.739953,-3.037045,-9.277532,-1.101333,9.823908,96.436813,251.873886
8.7500286,-3.343503,-8.983045,-0.797269,9.618198,94.754799,249.584656
8.7600117,-3.616442,-8.789114,-0.178368,9.505734,91.075172,247.634384
8.7699375,-3.828329,-8.649054,0.867898,9.498183,84.757278,246.12439
8.7799854,-3.96001,-8.449138,1.954866,9.533683,78.167671,244.888077
8.7899485,-4.005499,-8.238448,2.60968,9.525044,74.098709,244.071167
8.7999268,-3.964798,-8.044518,2.65517,9.353278,73.508339,243.76329
8.8099957,-3.865439,-7.899669,2.190695,9.063416,76.012665,243.926727
8.8199244,-3.73256,-7.8039,1.353921,8.755911,81.104698,244.438477
8.8299847,-3.556587,-7.788338,0.325611,8.568171,87.822098,245.455933
8.839942,-3.378219,-7.806294,-0.196325,8.508181,91.322205,246.599182
8.849967,-3.210624,-7.861362,-0.04549,8.491831,90.306931,247.784622
8.8599558,-3.055001,-7.93199,0.413,8.509998,87.218277,248.935837
8.8699808,-2.910152,-8.000225,0.873884,8.557818,84.139015,250.010696
8.8799391,-2.792836,-8.148665,1.069011,8.680061,82.925659,251.081604
8.8899593,-2.694674,-8.389283,0.909797,8.858277,84.104996,252.192764
8.8999405,-2.570175,-8.676587,0.507571,9.063477,86.789658,253.49968
8.909976,-2.474407,-8.951921,0.179565,9.289338,88.892387,254.54863
8.919961,-2.504335,-9.192537,-0.022745,9.527589,90.13678,254.760666
8.9299421,-2.685097,-9.333796,-0.140061,9.713346,90.826202,253.950806
8.9399557,-3.023877,-9.369708,-0.29329,9.849938,91.706276,252.113602
8.949976,-3.430891,-9.295488,-0.496797,9.920883,92.870338,249.741302
8.9599981,-3.782839,-9.040505,-0.549469,9.815423,93.209106,247.293991
8.969965,-4.097676,-8.783129,-0.56982,9.708707,93.364716,244.98909
8.9799719,-4.327519,-8.652645,-0.587777,9.692326,93.476753,243.428604
8.9899578,-4.411316,-8.639477,-0.519542,9.714432,93.06572,242.951141
8.9999762,-4.48434,-8.836999,-0.446519,9.91974,92.579933,243.094467
9.0099831,-4.522647,-9.132683,-0.341174,10.196893,91.917397,243.654663
9.0199575,-4.59567,-9.458294,-0.205901,10.517694,91.121735,244.085449
9.029995,-4.709395,-9.742006,-0.032322,10.820635,90.171143,244.200363
9.0399523,-4.824317,-9.900024,-0.063446,11.013108,90.330078,244.019867
9.0500517,-4.938041,-9.819818,-0.162806,10.992706,90.848602,243.303787
9.0599871,-4.96318,-9.55047,-0.228646,10.765543,91.21698,242.540039
9.0700235,-4.787206,-9.238028,-0.137667,10.405645,90.758041,242.606522
9.0800915,-4.38498,-8.979453,0.067038,9.993154,89.615639,243.972122
9.0899467,-3.974375,-8.991425,0.37589,9.837818,87.810272,246.153687
9.0999575,-3.737349,-9.399636,0.502782,10.127869,87.154472,248.316956
9.1099663,-3.550601,-10.060435,0.476446,10.679237,87.44294,250.560684
9.1199522,-3.371036,-10.845734,0.389058,11.364206,88.038071,252.733871
9.1299858,-3.1795,-11.616667,0.447716,12.052245,87.871094,254.692932
9.140029,-2.966416,-12.25951,0.612916,12.628179,87.218025,256.397675
9.1500473,-2.770091,-12.75511,0.914585,13.084445,85.991837,257.74707
9.1599531,-2.591723,-13.208811,1.312023,13.524464,84.432922,258.898926
9.1699896,-2.433706,-13.626599,1.677138,13.943455,83.09166,259.873749
9.1800127,-2.285265,-13.941437,1.844732,14.247426,82.560555,260.690918
9.190011,-2.181118,-14.057555,1.889025,14.350629,82.435997,261.180511
9.199975,-2.08535,-14.004883,1.833959,14.277564,82.619942,261.530792
9.20994,-1.971625,-13.833697,1.703475,14.076942,83.049507,261.888641
9.2199841,-1.827973,-13.514071,1.557428,13.725786,83.484772,262.296661
9.2299547,-1.703475,-13.074736,1.344344,13.253596,84.178337,262.576904
9.2400169,-1.616086,-12.552799,1.186327,12.71188,84.645119,262.66391
9.2499714,-1.567005,-11.98657,1.09415,12.13798,84.828186,262.551971
9.2600145,-1.68073,-11.360487,1.121683,11.538792,84.421478,261.584412
9.2699499,-1.843535,-10.779893,1.171962,10.999009,83.88343,260.29538
9.2799921,-2.030283,-10.305841,1.051055,10.556378,84.285828,258.855255
9.2899504,-2.229002,-9.891644,0.855927,10.17574,85.174896,257.300964
9.2999744,-2.40737,-9.526528,0.653617,9.84771,86.194336,255.818161
9.309988,-2.528277,-9.212888,0.383072,9.561184,87.703812,254.654205
9.3200636,-2.583344,-8.953117,0.102951,9.318936,89.367012,253.904968
9.3300047,-2.567781,-8.953117,-0.120907,9.31485,90.743721,253.996948
9.3400536,-2.449268,-8.705317,-0.260968,9.047075,91.652962,254.285889
9.3499441,-2.449268,-8.418014,-0.258574,8.770903,91.689377,253.777344
9.3599663,-2.264915,-8.115147,-0.258574,8.429253,91.757866,254.405731
9.3699417,-2.0231,-7.845799,-0.213084,8.105239,91.506462,255.540817
9.3799677,-1.716643,-7.576451,-0.222661,7.771683,91.641762,257.233704
9.3899527,-1.381454,-7.307104,-0.395043,7.447029,93.040802,259.29422
9.3999643,-1.016339,-7.000646,-0.483629,7.090549,93.911041,261.739624
9.409935,-0.658405,-6.687006,-0.502782,6.738125,94.279251,264.37677
9.4199915,-0.319626,-6.410475,-0.553061,6.442223,94.924866,267.145599
9.4299412,-0.007183,-6.160281,-0.572214,6.186804,95.306839,269.933197
9.4399805,0.311246,-5.929241,-0.488417,5.957459,94.702621,273.004883
9.4499807,0.594959,-5.707777,-0.31364,5.747266,93.128304,275.950836
9.46,0.796072,-5.494693,-0.050278,5.552289,90.518845,278.243652
9.4699526,0.820014,-5.355829,0.345962,5.429274,86.346542,278.704773
9.4800053,0.630872,-5.334281,0.890643,5.444796,80.585426,276.744904
9.4899788,0.259771,-5.445612,1.564611,5.671876,73.987076,272.73111
9.4999714,-0.310049,-5.683835,2.487576,6.212096,66.394272,266.877655
9.5099583,-1.09415,-5.979519,3.853468,7.197293,57.628609,259.630554
9.5199394,-2.264915,-6.337452,5.759252,8.857884,49.44455,250.333832
9.5299759,-3.842694,-6.882133,7.463924,10.855423,46.561501,240.822845
9.5399837,-5.762844,-7.619547,8.304289,12.658162,49.001278,232.898926
9.5499897,-7.887698,-8.48146,8.391677,14.302838,54.075825,227.077393
9.5599394,-9.208099,-9.637859,8.401254,15.756221,57.77792,226.306335
9.5699816,-9.581595,-10.328587,8.333019,16.368441,59.396725,227.148621
9.5799437,-9.3733,-10.30225,8.051701,16.088037,59.968403,227.703125
9.5899687,-8.859743,-9.807847,7.526173,15.209608,60.341446,227.907486
9.5999517,-8.153454,-9.035717,6.963536,14.021905,60.223473,227.938232
9.6099825,-7.273585,-8.236053,6.178237,12.605881,60.652348,228.55101
9.6200075,-6.288371,-7.742848,5.289989,11.290672,62.061256,230.918152
9.6300144,-5.213374,-7.590816,4.856638,10.410893,62.192932,235.518707
9.6400566,-4.090494,-7.772776,4.946421,10.08044,60.613731,242.244003
9.6500044,-3.106477,-8.474277,5.266047,10.449632,59.738613,249.86821
9.6599617,-2.32477,-9.661801,5.497087,11.356625,61.050255,256.470978
9.6699286,-1.721431,-10.791864,5.04578,12.036924,65.216423,260.936981
9.6799831,-1.426944,-11.220427,4.413711,12.141458,68.683228,262.75238
9.6899548,-1.279701,-11.171345,3.374627,11.739876,73.294647,263.465149
9.7000008,-1.289278,-10.861296,2.400187,11.197807,77.622932,263.230438
9.7099552,-1.371878,-10.408792,1.711854,10.637454,80.739288,262.491699
9.7199574,-1.474828,-9.923966,1.13964,10.097475,83.519569,261.546997
9.7299576,-1.509544,-9.434352,0.688333,9.579119,85.879311,260.909454
9.7399464,-1.400608,-9.008183,0.371101,9.123968,87.668953,261.162323
9.7499914,-1.271321,-8.730456,0.137667,8.823609,89.106033,261.714874
9.7600298,-1.163582,-8.604761,-0.118513,8.683887,90.781967,262.298859
9.7699766,-1.043872,-8.631097,-0.477643,8.707103,93.144638,263.103973
9.7799377,-0.985214,-8.792706,-0.827197,8.886314,95.341202,263.60672
9.7899542,-0.976834,-9.070433,-0.958878,9.173135,96.000153,263.853271
9.7999344,-0.993594,-9.42238,-1.030704,9.53052,96.208549,263.980377
9.8099842,-1.031901,-9.928755,-0.997185,10.031918,95.704689,264.066528
9.8199539,-1.045069,-10.506954,-0.926556,10.599376,95.014977,264.319794
9.8299599,-1.154005,-11.104307,-0.876278,11.198447,94.487976,264.066895
9.8400202,-1.347936,-11.525687,-0.878672,11.637459,94.33017,263.329529
9.8499794,-1.567005,-11.759122,-0.81762,11.891213,93.942673,262.409546
9.8599977,-1.824382,-11.808203,-0.708684,11.969305,93.394379,261.217163
9.8699579,-2.051831,-11.648989,-0.61531,11.844305,92.977844,260.010498
9.8799515,-2.220622,-11.344925,-0.536301,11.572644,92.656158,258.92511
9.8899841,-2.347515,-10.947487,-0.505177,11.207743,92.58342,257.897125
9.8999386,-2.468422,-10.491392,-0.551863,10.791986,92.931183,256.760223
9.9099846,-2.583344,-10.006566,-0.525527,10.348005,92.911041,255.524323
9.9199409,-2.664747,-9.524135,-0.241814,9.89285,91.400642,254.368973
9.9299421,-2.717419,-9.059659,0.187945,9.460292,88.861649,253.303528
9.9399595,-2.762909,-8.639477,0.677559,9.095785,85.727989,252.265701
9.9499493,-2.822764,-8.309077,1.089362,8.84282,82.92366,251.236328
9.9599504,-2.868254,-8.078036,1.320402,8.673236,81.243317,250.451675
9.9699459,-2.925714,-7.958326,1.375469,8.589917,80.785789,249.815094
9.97997,-2.971204,-7.900866,1.252167,8.533443,81.562149,249.390701
9.9899588,-2.995146,-7.870938,0.994791,8.480105,83.263191,249.166565
9.9999571,-3.002329,-7.861362,0.529119,8.431783,86.402161,249.097672
10.0099554,-2.944868,-7.863756,-0.056264,8.397265,90.383896,249.469772
10.0199423,-2.845509,-7.882909,-0.620098,8.403672,94.231644,250.15184
10.029995,-2.707842,-7.959524,-0.824802,8.447883,95.602959,251.211624
10.0399799,-2.58095,-8.082825,-0.549469,8.502663,93.705215,252.291046
10.0499973,-2.458845,-8.212111,-0.034716,8.572392,90.232033,253.331406
10.059968,-2.369063,-8.349778,0.418985,8.689466,87.236259,254.159897
10.0699587,-2.318784,-8.537724,0.597353,8.867148,86.13723,254.805405
10.0800591,-2.293645,-8.791509,0.554258,9.102673,86.509125,255.377853
10.0899925,-2.298434,-9.072827,0.438139,9.369682,87.319794,255.784241
10.0999804,-2.347515,-9.345766,0.408211,9.64473,87.574242,255.899887
10.1099615,-2.472013,-9.540894,0.445322,9.865993,87.412964,255.474274
10.1199512,-2.65517,-9.67018,0.427365,10.037179,87.559708,254.6465
10.129961,-2.892196,-9.755175,0.296881,10.179213,88.328705,253.486069
10.1399326,-3.181894,-9.795877,0.05387,10.299832,89.700333,252.005188
10.1499882,-3.552995,-9.7863,-0.220267,10.413642,91.211998,250.046158
10.159936,-3.971981,-9.7863,-0.453701,10.571383,92.45977,247.909164
10.169982,-4.41012,-9.387665,-0.628478,10.390976,93.467537,244.836884
10.1799517,-4.786009,-9.497798,-0.639252,10.654703,93.439651,243.256134
10.1899834,-5.092467,-9.194932,-0.554258,10.52555,93.018494,241.020828
10.1999474,-5.070919,-8.910022,-0.507571,10.264519,92.834381,240.354706
10.209939,-5.226542,-8.783129,-0.507571,10.233168,92.843071,239.244553
10.2199774,-5.221754,-8.811859,-0.489614,10.254526,92.736694,239.349762
10.2299557,-5.085284,-8.978256,-0.424971,10.327139,92.358437,240.472778
10.2399893,-4.891354,-9.240421,-0.341174,10.460742,91.869019,242.105804
10.2499409,-4.724957,-9.554062,-0.146046,10.65958,90.785034,243.685318
10.2599382,-4.684256,-9.795877,0.160412,10.859428,89.153618,244.443512
10.2699432,-4.793192,-9.910798,0.457293,11.018517,87.621414,244.190048
10.2799482,-4.933253,-9.888053,0.509965,11.062126,87.357727,243.484909
10.2899714,-5.024232,-9.68694,0.377087,10.918879,88.020882,242.586014
10.2999611,-5.012261,-9.331401,0.235829,10.594972,88.724571,241.758011
10.3100128,-4.795586,-9.006987,0.241814,10.206955,88.642471,241.96785
10.3199205,-4.472369,-8.902839,0.422577,9.97202,87.571297,243.327194
10.3299932,-4.224569,-9.099164,0.476446,10.043344,87.280922,245.095459
10.3399343,-4.067749,-9.543288,0.365116,10.380474,87.984299,246.914276
10.3499546,-3.910928,-10.132261,0.283713,10.864556,88.503632,248.894028
10.3600645,-3.728969,-10.721235,0.326809,11.355919,88.350876,250.821732
10.369956,-3.536236,-11.311406,0.533907,11.863301,87.42054,252.63942
10.379941,-3.363853,-12.030864,0.796072,12.517624,86.353752,254.378906
10.3899307,-3.184288,-12.72997,1.124078,13.170246,85.103859,255.956146
10.3999453,-3.002329,-13.341689,1.298854,13.736873,84.57444,257.31778
10.4103451,-2.778471,-13.78701,1.274912,14.121861,84.82032,258.605896
10.4202394,-2.47321,-13.94383,1.138443,14.207154,85.40387,259.942078
10.4302063,-2.169147,-13.834894,1.052252,14.043387,85.702881,261.089233
10.4400406,-1.893813,-13.542802,1.053449,13.715093,85.594803,262.039429
10.4500132,-1.642422,-13.146562,1.035492,13.289165,85.530983,262.878845
10.4603071,-1.398214,-12.694057,0.938527,12.805269,85.796898,263.714386
10.4699879,-1.19351,-12.208035,0.802058,12.292431,86.258904,264.41626
10.4808741,-1.071405,-11.704055,0.684742,11.772921,86.665657,264.769653
10.4899969,-1.128866,-11.160571,0.751779,11.242681,86.165863,264.224304
10.5002766,-1.248576,-10.688913,0.857124,10.79567,85.446198,263.337463
10.5100117,-1.405396,-10.332177,0.829591,10.46027,85.451164,262.254089
10.5200262,-1.611298,-10.000581,0.723049,10.155329,85.917145,260.847137
10.5304842,-1.818396,-9.690532,0.554258,9.87523,86.782524,259.372223
10.5400276,-1.996764,-9.406818,0.33878,9.622374,87.982346,258.015839
10.5505953,-2.132037,-9.144653,0.09098,9.390343,89.44487,256.87616
10.5612717,-2.197877,-8.884883,-0.104148,9.153287,90.651939,256.10553
10.5700874,-2.16795,-8.604761,-0.23104,8.876672,91.491455,255.85878
10.579998,-2.037466,-8.337808,-0.252588,8.586857,91.685638,256.268036
10.5899982,-1.825579,-8.070854,-0.268151,8.27909,91.856071,257.254517
10.5999842,-1.53588,-7.805098,-0.319626,7.961196,92.300926,258.867615
10.6100378,-1.191115,-7.534553,-0.452504,7.641531,93.394836,261.016632
10.6200142,-0.796072,-7.228095,-0.42138,7.283999,93.316414,263.715027
10.6299992,-0.438139,-6.967127,-0.389058,6.991723,93.189896,266.401611
10.6399927,-0.11971,-6.727707,-0.318429,6.736302,92.709412,268.980621
10.6499653,0.159214,-6.501455,-0.237026,6.507722,92.087303,271.402832
10.6601534,0.42138,-6.287174,-0.140061,6.302835,91.273323,273.834351
10.6699524,0.642843,-6.05733,0.02873,6.091413,89.729759,276.057922
10.6800108,0.770933,-5.840655,0.287304,5.898316,87.208046,277.519257
10.6899843,0.755371,-5.662287,0.639252,5.748106,83.614876,277.598602
10.6999626,0.567426,-5.556942,1.066617,5.686761,79.189499,275.830322
10.7099915,0.205901,-5.555745,1.625663,5.792364,73.700623,272.122467
10.7199831,-0.320823,-5.646725,2.377442,6.135199,67.200432,266.748199
10.7300434,-1.024718,-5.829881,3.35308,6.802992,60.469749,260.030945
10.7399817,-1.923741,-6.100426,4.483143,7.811181,54.974621,252.497574
10.7499743,-3.025074,-6.467936,5.646725,9.103338,51.662563,244.934357
10.7599916,-4.246117,-7.009026,6.576872,10.507673,51.250889,238.792221
10.7699804,-5.576096,-7.578846,7.020997,11.739937,53.270077,233.656418
10.7799978,-6.6894,-8.400057,7.311892,12.991258,55.748138,231.46788
10.7899685,-7.289147,-9.260772,7.619547,14.033925,57.116154,231.793747
10.8000374,-7.437588,-9.780313,7.791929,14.549447,57.618908,232.748276
10.810029,-7.281964,-9.896433,7.693767,14.496911,57.946041,233.653732
10.8200264,-6.959944,-9.692925,7.422025,14.052761,58.119171,234.320007
10.8299532,-6.538565,-9.435549,7.086837,13.490948,58.311348,235.279144
10.8399429,-6.092046,-9.416395,6.337452,12.881957,60.530285,237.098679
10.8499575,-5.533,-9.628283,5.621585,12.446692,63.150215,240.115692
10.859952,-4.857835,-9.999383,5.252879,12.295485,64.708733,244.088898
10.869977,-4.182671,-10.651803,5.21098,12.574178,65.517258,248.561432
10.87994,-3.489549,-11.307815,5.257667,12.949389,66.045151,252.849976
10.8899841,-2.760514,-11.517307,5.025429,12.865603,67.007561,256.521393
10.8999548,-2.206257,-11.246762,4.152743,12.190263,70.08287,258.901337
10.9099951,-1.816002,-10.710462,3.055001,11.284719,74.292877,260.376801
10.9199591,-1.417367,-10.140641,2.269703,10.487759,77.501472,262.043274
10.9300804,-1.114501,-9.531317,1.776498,9.759306,79.511909,263.330658
10.940074,-0.924162,-8.992621,1.252167,9.126294,82.113892,264.132385
10.9499769,-0.77213,-8.690952,0.745794,8.757,85.114464,264.923004
10.9599667,-0.610521,-8.553286,0.286107,8.579819,88.089027,265.917236
10.9699593,-0.483629,-8.593987,-0.086191,8.608016,90.573708,266.779053
10.9799509,-0.366313,-8.77834,-0.416591,8.795851,92.714668,267.610474
